job_address,job_duty,job_name,job_require,job_time,job_type
北京,"1.参与高精地图CV感知算法设计和研发，包括但不限于2D、3D目标检测、分割等方向；
2.参与高精地图CV感知算法设计和研发，包括多模态大模型感知技术以及AIGC研究技术的研发；
3.参与CV感知算法在高精地图产品中的落地与优化。",腾讯地图图像感知高级研发工程师,"1.本科以上学历，3年以上算法开发经验, 熟悉常见深度学习、计算机视觉和模式识别知识和算法，熟练使用Caffe、TensorFlow、Torch等主流深度学习框架的一种或多种；
2.深刻理解深度学习，有独立分析问题、定位问题、解决问题的能力；
3.出色的编程能力，熟悉C++或Python；
4.有相关方向的顶会、顶刊论文发表加分，有国际竞赛获奖经历加分；
5.有大型工程项目落地经验、优秀开源项目研发经历优先。",2024年02月01日,技术
北京,1.负责中台推荐系统(TRS)算法的建设和推广应用，主要包括系统中各个环节的参数自动寻优、召回算法、排序模型、大模型在推荐领域的应用等的技术创新和推广应用工作。,大数据平台部推荐算法高级工程师(北京/深圳)(推荐算法与模型方向),"1.熟悉推荐技术，并用推荐技术解决产品问题 ；
2.熟悉机器学习算法，对算法理论掌握比较好，用机器学习技术解决过产品问题；
3.对大模型有了解 ；
4.对AutoML方面的参数寻优比较熟悉。前4项有一个掌握好就可以 ；
5.熟悉C++/Python等编程语言，熟悉深度学习框架；；
6.强大的自驱力与执行力，高度责任心、沟通表达与团队合作能力。",2023年11月27日,技术
US-Los Angeles,"As an intern of Lightspeed Tech Center, you will participate in projects regarding one of the following areas:
Working with scientists to research and develop advanced techniques in the following topics:
3D geometric learning,  
Re-meshing and UV optimization,
Physically-based animation and simulation
Machine learning for computer graphics
Motion planning in virtual city
Character locomotion and control
Realistic image synthesis and real-time rendering techniques
Researching and developing tools and pipelines to facilitate the use of technologies in the game development environment
 
Work Location: US-Irvine | US-Los Angeles | US-Bellevue-108th Ave | US-Palo Alto",Game Research & Development Intern 100340,"Strong coding skills in one of following programming languages: C++, python, TensorFlow/Torch
Solid knowledge in calculus, linear algebra, basic numerical analysis
A strong sense of responsibility and good communication skills
 
Plus:
Graduate students in a master or Ph.D. level program
Publications on computer graphics/vision, machine learning, and robotics
Familiarity with game engine, graphics APIs, and GPU programming

Diversity, Equity & Inclusion at Tencent:
Diversity, equity and inclusion are important, interdependent components of our workplace. As an equal opportunity employer, we firmly believe that diverse voices fuel our innovation and allow us to better serve our users and the community. We foster an environment where every employee of Tencent feels supported and inspired to achieve individual and common goals.",2023年12月17日,Technology
US-Los Angeles,"Responsibilities:
Conduct independent research and development of state-of-the-art algorithms and emerging technologies of 3D generation & reconstruction.
Cooperate with engineers to optimize advanced algorithms and integrate them into future products.
Work Location: US-Los Angeles",Senior Researcher - 3D Generation & Reconstruction 102140,"Key Qualifications:
Strong understanding and hands-on experience in 3D generation, 3D reconstruction, or shape abstraction.
Ability to optimize 3D related algorithms and familiar with common 3D tools.
Strong coding skills of Python or C++. 
Familiar with at least one common Deep Learning tool, such as PyTorch or Tensorflow.
Excellent communication, collaboration, and self-study skills.

Plus:
Publications in top computer vision or computer graphics conferences or journals, e.g. CVPR, ICCV, TOG, TPAMI, and etc.
Expert in at least one of the following research fields

Education & Experience:
Minimum: MS - Computer Science, Electrical Engineering and related fields.
Preferred: PhD - Computer Science, Electrical Engineering and related fields.",2023年12月16日,Technology
北京,"1.参与视频号推荐的产品和算法需求，包括线上推荐策略开发、模型特征开发、数据与画像开发等工作；
2.参与视频号推荐后台的架构优化，降低请求延迟和计算成本，提升推荐效果；
3.参与视频号推荐后台组件的开发，支持分享流推荐、订阅号视频推荐、音频推荐等多项关键业务。",微信视频号后台开发工程师,"1.计算机相关专业本科及以上学历；
2.熟悉 Linux 开发环境，熟练掌握一门编程语言（C/C++等），熟悉数据结构与算法，擅长用编程解决问题，熟练掌握至少一门脚本语言（shell/python等）；
3.熟悉深度学习相关框架如tensorflow、caffe、pytorch，有底层框架优化且开源经验优先；
4.有类ACM/ICPC算法竞赛背景者优先；具备海量数据处理和并行计算开发经验者优先。",2023年12月19日,技术
广州,"1.负责微信视频号内容推送系统，短视频推荐分发优化等短视频业务模块的数据科学工作，通过ab实验、因果推断等方法，构建科学严谨的评估体系，对业务收益进行评估，并提出优化建议，推动策略优化带来业务增长；
2.建立客观完善的视频号归因体系，通过数据分析挖掘业务迭代中存在的机会点，帮助业务洞察局势，高效迭代；
3.探索统计及机器学习方法论，并推动相关方法在业务落地，产生业务影响力；
4.与产品，运营，推荐算法等业务方配合，通过严谨的量化方法，对于产品功能，推送和分发策略等的迭代提供优化意见，带来业务的实际提升增长；
5.有大型互联网公司短视频推荐策略分析，驱动策略迭代效果提升经验的候选人优先。",微信视频号数据分析师(短视频),"1.一年以上数据科学相关岗位的工作经验，有短视频相关工作经验优先；
2.数据科学、统计学、应用数学、机器学习、计算机科学等领域专业硕士以上学位；
3.熟练使用Python/R，有ab实验，因果推断，量化模型，增长/推荐策略分析实践经验优先；
4.熟悉Hive、Spark等大数据处理环境；
5.优秀的逻辑思维能力，擅长沟通协作，对有挑战的问题充满热情 。",2023年12月19日,技术
深圳,"1.负责数据安全相关系统的设计、开发和维护，保证系统的高可用性和稳定性；
2.负责AI相关数据处理和AI应用研发工作；
3.负责后台系统研效提升相关工作，协调并提升团队研发效率、质量。",高级安全工程师,"1.扎实的Python编程能力，具备Golang开发能力，同时掌握c++者优先；
2.熟悉常见的反爬虫手段和应对策略，熟悉HTTP协议及常见的网络请求和响应机制，熟悉存储和处理大规模数据的技术；
3.关注并了解AI算法和技术，对AI赋能场景有探索，有AI应用开发经验者优先；
4.具备强烈的进取心、求知欲及团队合作精神，有很强的责任心和较强的沟通协作能力。",2023年12月26日,技术
US-Los Angeles,"As an intern of Lightspeed Tech Center, you will participate in projects regarding one of the following areas:
Working with scientists to research and develop advanced techniques in the following topics:
3D geometric learning,  
Re-meshing and UV optimization,
Physically-based animation and simulation
Machine learning for computer graphics
Motion planning in virtual city
Character locomotion and control
Realistic image synthesis and real-time rendering techniques
Researching and developing tools and pipelines to facilitate the use of technologies in the game development environment
 
Work Location: US-Los Angeles | US-Bellevue-108th Ave | US-Palo Alto",Game Research & Development Intern 101871,"Strong coding skills in one of following programming languages: C++, python, TensorFlow/Torch
Solid knowledge in calculus, linear algebra, basic numerical analysis
A strong sense of responsibility and good communication skills
 
Plus:
Graduate students in a master or Ph.D. level program
Publications on computer graphics/vision, machine learning, and robotics
Familiarity with game engine, graphics APIs, and GPU programming

Diversity, Equity & Inclusion at Tencent:
Diversity, equity and inclusion are important, interdependent components of our workplace. As an equal opportunity employer, we firmly believe that diverse voices fuel our innovation and allow us to better serve our users and the community. We foster an environment where every employee of Tencent feels supported and inspired to achieve individual and common goals.",2024年01月16日,Technology
北京,"1.负责面向热点领域的，基于LLM的多模态大模型的构建，包括预训练、指令微调、训练和推理加速、模型评测等技术；
2.探索多模态大模型技术在热点事件发现、理解与生成方向的应用，为热点内容创作、运营、交互等各环节提供更智能化的能力支持；
3.优化现有热点算法，包括视频分类、视频摘要、热点事件图谱、视频检索等方向研发工作，结合实际业务需求与数据，研发高效可靠的算法解决方案。",多模态资深算法工程师,"1.计算机、数学、机器学习或相关专业硕士及以上学历；
2.熟练掌握Python、PyTorch；熟悉Spark、ClickHouse等大数据计算框架及常见的数据挖掘和机器学习工具；
3.具备CV、多模态分类、多模态检索等方向的实践经验，熟悉基于LLM的多模态大模型的原理与训练方案；
4.有大规模预训练LLM与调优经验者优先，在数据、机器学习等相关领域的顶会议发表高质量论文者优先。",2024年01月18日,技术
北京,"1.负责腾讯视频等产品内容理解相关AI算法的研究开发工作；
2.从事AI深度学习（不限于CV、NLP、多模态等领域）前沿技术的探索与研发；
3.从事内容分析，包括但不限于视频分类、目标检测与跟踪、音频模型、文本模型等技术，并应用于实际业务产品中。",内容理解算法工程师,"1.具有扎实的机器学习基础，计算机视觉、自然语言处理、机器学习、模式识别等相关专业，数理功底扎实，自学能力强，解决问题思路清晰；
2.熟悉TensorFlow/MxNet/Caffe/Torch等框架，熟练使用C++/Python编程；
3.有CV或NLP等相关经验者，熟悉语音识别、音频分析、OCR、LLM、多模态其中多个领域者优先；
4.在计算机科学高水平会议和期刊发表过论文，或有竞赛经验者优先。",2024年01月18日,技术
深圳,"1.负责游戏AI技术的研发，包括但不限于智能AIBOT在拟人性、可控性、多样性以及方案通用性等方面的优化，以及AI相关工具的开发；
2.负责游戏AI在腾讯游戏上的应用落地，包括游戏AI具体需求的跟进、上线后的数据分析及优化迭代；
3.负责深度学习、强化学习等方面前沿技术的调研，不断优化游戏AI在bot表现、更新迭代成本、部署性能等方面的效果。",机器学习算法研究员(游戏AI),"1.计算机相关专业，硕士及以上学历，2年以上相关工作经验；
2.具备扎实的机器学习/深度学习/强化学习的算法功底，关注AI前沿技术；
3.熟悉C++/Python编程语言和常用数据结构，熟悉Linux开发环境，掌握脚本语言；
4.具备较好的数据分析和解决问题的能力、良好的沟通能力和合作精神；
5.有游戏相关的AI应用工作经验者优先。",2024年01月18日,技术
深圳,"1.收集、分析和处理各类金融数据和另类数据，提炼信息，挖掘A股市场阿尔法因子；
2.研读中英文文献，紧跟前沿领域，能快速将想法转化为投资信号，进行统计分析和回测验证；
3.维护和进一步丰富公司因子库，运用数学、统计和机器学习等方法进行因子筛选和因子组合，通过最优化方法得到风险约束下的最优组合；
4.参与开发和改进公司策略投研平台和系统；
5.参与公司实盘组合，对组合进行业绩归因。",高级量化研究员,"1.理工科硕士以上学历，有扎实的数理基础，对统计学习、时序预测有深刻的理解。动手编程能力强，精通Python、R或MATLAB等编程语言；
2.2-5年的A股多因子模型相关投研经历，有实盘交易经验者优先；
3.有成熟完善的因子库，具有自己独特因子；
4.具备优秀的研究能力和较强的创新能力和自我驱动力，具备团队精神及工作责任心，专注细节。",2024年01月19日,技术
广州,"1.负责微信视频号作者侧工作,通过ab实验、因果推断等方法，构建科学严谨的评估体系，对业务收益进行评估；
2.负责微信视频号内容推送系统，短视频推荐分发优化等短视频业务模块的数据科学工作,建立客观完善的视频号归因体系，通过数据分析挖掘业务迭代中存在的机会点，帮助业务洞察局势，高效迭代；
3.探索统计及机器学习方法论，并推动相关方法在业务落地，产生业务影响力；
4.与产品，运营，推荐算法等业务方配合，通过严谨的量化方法，对于产品功能，推送和分发策略等的迭代提供优化意见，带来业务的实际提升增长；
5.有大型互联网公司短视频推荐策略分析，驱动策略迭代效果提升经验的候选人优先 。",微信视频号数据科学家(短视频),"1.两年以上数据科学相关岗位的工作经验，有短视频相关工作经验优先；
2.数据科学、统计学、应用数学、机器学习、计算机科学等领域专业硕士以上学位；
3.熟练使用Python/R，有ab实验，因果推断，量化模型，增长/推荐策略分析实践经验优先；
4.熟悉Hive、Spark等大数据处理环境；
5.优秀的逻辑思维能力，擅长沟通协作，对有挑战的问题充满热情 。",2024年01月19日,技术
深圳,"1.独立负责游戏的玩法和战斗数值等相关模块的结构设计、建模拟合和配置落地；
2.体验导向，能够结合建模和测试数据，分析定位并产出清晰的调优方向；
3.和战斗、系统、关卡等其他策划模块合作，共同推动玩法迭代；
4.负责对应模块的测试跟进、用户反馈、数据分析以及持续优化工作。",《三角洲行动》数值策划（玩法&战斗）,"1.至少2年以上游戏策划经验，参与过完整的游戏项目流程；
2.具有较强的数值建模和分析能力，能快速反拆其他相关游戏的设计逻辑，熟练掌握VB、Python等至少一种编程语言优先 ；
3.了解养成系统、玩法战斗、关卡等的基础设计思路，并能和相关设计同学保持良好沟通共同达成设计预期；
4.有较强的团队合作意识，抗压能力强；
5.热爱射击游戏，熟悉主流撤离射击游戏玩法者优先。",2023年12月26日,产品
深圳,"1.负责腾讯云API框架的系统建设、架构设计、功能开发和持续优化，建设高并发、低时延、高可用的平台；；
2.负责腾讯云API管理平台和工具的设计和研发，建设稳定易用的接入系统。",腾讯云API后台开发高级工程师,"1.计算机相关专业本科及以上学历； 精通常用数据结构和算法，熟练掌握C++或Python或go 语言； 熟悉Linux系统，多线程编程，网络编程；
2.有3年以上分布式高性能服务的开发经验，有框架开发经验者优先；
3.责任心强，有良好的系统设计能力，较强的学习能力，重视代码规范及质量。 通过腾讯云技术认证或同等资格认证的优先录取。",2024年01月23日,技术
深圳,"1.携手共建腾讯游戏的虚拟偶像直播能力、虚幻引擎虚拟制作能力，与我们一起参与到星瞳、占乐乐等多位数字人的直播工作，挑战实时渲染下优秀的内容创作效果；
2.参与开发腾讯游戏数字人和LED虚拟制作项目，协助腾讯游戏打造各类高级的虚拟内容制作标杆；
3.负责实现流程中的工具优化和研发，包括引进工作流插件，研发流程工具，提高易用性和增强实时性能；
4.关注前沿技术动态，与创意设计和技术团队一同实现能帮助项目的新形态、新技术、工具。",虚拟制作-高级客户端工程师,"1.精通C++和面向对象编程思维；
2.拥有良好的沟通能力，独立，自我驱动，能够有效地完成工作内容；
3.了解虚幻引擎操作，有虚幻引擎改造/插件研发、游戏开发等经验；
4.了解DMX灯光协议，有过多媒体等演出播控系统开发经验；
5.有XR、AR、VR、游戏、数字孪生、动捕、实时抠像、实时合成等开发实践经验；
6.熟练掌握HLSL/Python；
7.熟悉DCC软件包和对应API。",2024年01月08日,技术
Palo Alto,"1. Responsible for overseas deployment and maintenance, troubleshooting, capacity planning and performance optimization of IEG big data center system components and applications;
2. Responsible for maintaining big data suites of overseas cloud platforms, monitoring and resource management, and ensuring the stability of data platforms and services;
3. Responsible for the construction of automatic operation and maintenance tools to improve the efficiency of deployment and maintenance;
4. Responsible for optimizing the architecture of data-related services, designing and implementing public cloud solutions such as fault tolerance and remote disaster recovery to improve product quality;
Work Location: US-Palo Alto",Senior Site Reliability Engineer,"1. Minimal 2-3 years as SRE/DevOps/Cloudops/Production/Platform engineer; exceptional new grad also considered;
2. Hands-on experience with the processing and maintenance of deployment and monitoring for various resource objects and applications, Kubernetes container clusters,etc;
3. Familiar with mainstream public cloud service technologies(GCP/AWS) and related operations of cloud service product tools;
4. Familiar with big data tools, Hadoop/Kafka/Flink/Strom/NoSQL DBetc;
5. Experience in automated operation and maintenance/monitoring tool development is strongly preferred;
6. Proficient in more than one language (shell/python/GO, etc.);
7. Has a passion for learning and functions well in a team.",2023年10月30日,Technology
北京,"1.负责看一看中长视频业务迭代和算法优化；
2.负责看一看各类推荐排序模型、召回模型、特征工程相关工作。",微信看一看推荐算法工程师,"1.计算机相关专业硕士及以上学历，两年以上的互联网工作经验；
2.熟练掌握C/C++、Java、python等编程语言，熟练使用linux环境；熟练掌握tensorflow等机器学习工具；
3.熟悉常用的自然语言处理、机器学习、数据挖掘算法，并有相关项目经验；
4.有搜索、推荐或广告业务的排序质量算法工作经验；
5.对深度学习、强化学习、迁移学习有深刻的理解和实战应用。",2024年01月09日,技术
西安,"1.基于业务发展诉求，结合业务情况构架相关的数据指标体系与数据模型，并在过程中进行异动检测和数据分析与建议输出；
2.数据驱动诊断现有业务情况，可以从行业、客户、产品、渠道等方面构架数据指标并进行持续的追踪和跟进，并发现相关的问题；
3.构架相关数据分析模型，从行业和业务角度寻求机会点和潜在客户；
4.持续产出行业洞察，研究行业趋势，探索新领域发展机会，形成战略分析并洞察其中的商业机会；
5.完成部门重点专项报告输出，针对目标用户及细分群体完成独立分析和研究报告；
6.提炼数据产品及数据工具需求，承担专项推进工作。",营销产品数据分析师,"1.具备较强数据敏感性，金融、数学、统计学、计算机等相关专业背景，3年及以上互联网公司数据分析工作经验优先；
2.电商行业、ToB行业从业者优先；
3.会用sql、python等进行简单数据提取和处理，熟悉数据分析的各种工具，精通excel、tableau等；
4.熟悉数据库，掌握SQL，能高效的与各业务团队进行沟通；
5.注：此岗位为腾讯云智岗位。",2024年01月10日,技术
西安,"1.建设和维护公有云ToB业务主题和应用场景的数据仓库，用于数据分析和建模；
2.负责业务整体的数据运营能力建设，包括梳理基础数据、搭建指标体系、报表体系建设，提升运营决策效率；
3.与产品，运营等配合，全面分析各项影响用户增长的因素，梳理各项业务细节，推进优化方案落地执行，驱动实际提升。",腾讯云数据工程师,"1.本科及以上，计算机、数学、统计相关专业优先，3年以上数据研发相关工作经验；
2.精通SQL，熟悉一种或几种脚本语言（如python/php），一种或几种以上的开发语言（如golang/c++）；
3.对数据敏感，思维清晰，逻辑性强；
4.良好的沟通表达能力和团队合作意识；
5.有过大数据平台（hive/spark/flink等）相关经验尤佳；
6.注：此岗位为腾讯集团子公司编制岗位。",2024年01月10日,技术
深圳,"1.负责资产测绘能力建设，包括域名、主机、数据、证书、应用、接口、子公司等资产的发现和管理；
2.负责业务场景/系统的网络信息安全风险评估、穿测验证，为业务输出月度评估报告，包括安全健康度、主要风险项和改进措施。",蓝军安全高级工程师,"1.5年以上企业蓝军或风险评估经验，精通资产测绘、网络脆弱性、数据泄漏、应用系统安全等风险评估；
2.精通黑客思维、方法和套路，熟悉多种企业布防方案和优缺点；
3.熟悉主流数据库系统、熟悉至少一门C/C++/Python/Java/Shell等编程语言；
4.有良好的工作规划能力和沟通能力，例如目标制定、路径拆解、协同落地、数据跟踪等；
5.热爱网络信息安全事业，且有必胜的信念。",2024年01月11日,技术
北京,"1.基于机器学习、深度学习、图算法等技术优化广告算法排序效果，提高产品体验与流量效率；
2.利用数据、经验和客观规律，改善生态环境，提升运营能力；
3.探索基于深度学习等技术的应用创新。",广告算法工程师/专家,"1.具有1-3年互联网算法策略优化经验；
2.有良好的数理基础和编程能力，热爱算法，对大数据业务有好奇心；
3.精通机器学习、深度学习，对广告CTR、CVR预估、推荐排序模型策略有所实践经验；
4.熟练掌握C++、Python，有Hadoop、spark等大数据计算平台应用经验；
5.优秀的分析和解决问题的能力，对挑战性问题充满激情；
6.有优秀的算法研究成果优先。",2024年01月11日,技术
US-Bellevue-108th Ave,"As an intern of Lightspeed Tech Center, you will participate in projects regarding one of the following areas:Working with scientists to research and develop advanced techniques in the following topics:
3D geometric learning,  
Re-meshing and UV optimization,
Physically-based animation and simulation
Machine learning for computer graphics
Motion planning in virtual city
Character locomotion and control
Realistic image synthesis and real-time rendering techniques
Researching and developing tools and pipelines to facilitate the use of technologies in the game development environment
Work Location: US-Los Angeles | US-Bellevue-108th Ave",Game Research & Development Intern 102559,"Strong coding skills in one of following programming languages: C++, python, TensorFlow/Torch
Solid knowledge in calculus, linear algebra, basic numerical analysis
A strong sense of responsibility and good communication skills
 
Plus:
Graduate students in a master or Ph.D. level program
Publications on computer graphics/vision, machine learning, and robotics
Familiarity with game engine, graphics APIs, and GPU programming

Diversity, Equity & Inclusion at Tencent:
Diversity, equity and inclusion are important, interdependent components of our workplace. As an equal opportunity employer, we firmly believe that diverse voices fuel our innovation and allow us to better serve our users and the community. We foster an environment where every employee of Tencent feels supported and inspired to achieve individual and common goals.",2024年01月11日,Technology
深圳,"1.负责生成式大模型预训练数据建设的工作，包括但不限于：数据收集、数据清洗、数据挖掘、数据分析；
2.研究数据与大规模预训练LLM之间的关系，构建适合LLM场景下的海量数据管理体系；
3.跟进业界最新技术及进展，结合实际场景应用创新并在系统中进行落地。",混元大模型预训练数据算法工程师（深圳/北京）,"1.计算机、数学、机器学习或相关专业硕士及以上学历；
2.熟练掌握Python，熟悉Linux环境开发，熟悉应用深度学习框架TensorFlow或者PyTorch；
3.熟悉spark，hive，Flink等大数据计算框架及常见的数据挖掘和机器学习工具；
4.精通大型系统的数据建设各项能力，有深刻的数据洞察力；
5.有大规模预训练LLM的数据建设经验者优先, 在数据、机器学习等相关领域的顶会议发表高质量论文者优先。",2024年01月13日,技术
深圳,"1.朋友圈场景的流量拓展和推荐优化，如广告内容混排机制的建模&广告素材样式优选等；
2.朋友圈场景的广告推荐优化相关工作。",腾讯广告微信朋友圈广告算法工程师,"1.本科及以上学历，2年以上广告/搜索/推荐/nlp相关工作经验；
2.具备扎实的数据结构和算法功底， 熟悉 Linux 开发环境，熟练使用C/C++， Python、scala等开发语言；
3.有深度学习的项目实践经验，了解搜索引擎、推荐系统相关业务和技术；
4.有海量数据处理和并行计算开发经验者优先，如 Hadoop、Storm、Spark等；
5.优秀的分析问题、解决问题能力和团队合作意识。",2024年01月26日,技术
武汉,"1.1.负责腾讯位置服务后台服务研发；
2.参与腾讯地图B端项目交付及研发建设，提升交付质量和效率。。",腾讯地图位置服务后台开发工程师,"1.1.计算机专业本科及以上学历，后台开发2年以上工作经验；
2.熟练掌握linux环境下c++/c/golang/python/java中的一种或几种；
3.熟练掌握常见的数据结构和算法；
4.有Mysql、Redis等数据库的使用经验；
5.熟悉网络的基本原理，如TCP/IP协议，HTTP协议等；
6.具有较好的团队合作和沟通能力；
7.有GIS开发经验者优先。。",2024年01月30日,技术
深圳,"1.负责混元一站式 PaaS 相关服务后台开发，包括向量 DB 相关的功能开发和性能优化，以及与页面交互设计协作开发；
2.负责快速应用构建后台架构体系功能设计和优化；
3.探索倒排与向量在 LLM 大模型场景中的引用。",混元一站式后台开发工程师,"1.熟练掌握C++、Python开发经验，有推荐、搜索、广告后台开发背景、引擎开发经验优先；
2.熟悉倒排与向量召回，具有向量召回、HNSW、IVF 等深入开发经验优先；
3.熟练掌握后台服务架构设计，能够独立完成对后台服务的性能分析和改进方案落地；
4.具备后台与前端交互层逻辑设计能力，有后台运营系统 OSS 设计经验优先；
5.具备独立项目主导能力，能够熟练跨团队沟通并推进项目落地。",2024年02月01日,技术
深圳,"1.负责腾讯广告系统建设，支持千亿级请求，毫秒级广告在线服务；
2.深入广告系统全链路，联动上下游模块，开展工程架构优化、性能优化，提升业务落地效率；
3.跟踪推荐系统、计算广告等最新前沿研究成果，结合实际问题开展工程优化，提出创新性解决方案。",广告后台开发工程师 / 架构师,"1.3年及以上Linux、C++开发工作经验，扎实的数据结构和算法功底，熟练使用Shell/Python编程；
2.具备海量、实时、高并发服务，分布式系统架构设计研发能力；
3.了解基础硬件优化、系统调优、软硬虚拟化知识；了解常用的性能优化手段；
4.具备广告系统或推荐系统开发经验者优先；
5.具有优秀的学习能力，良好的逻辑思维能力，有良好的对外沟通和团队协作能力。",2024年01月27日,技术
深圳,"1.负责将机器学习算法、数据挖掘方法应用于QQ、流量欺诈等业务安全领域；
2.负责腾讯社交线各产品的反欺诈、反作弊、反垃圾消息等安全对抗工作；
3.承接基础风控数据建设，安全态势感知、自动对抗体系和黑产团伙挖掘等工作。",社交安全中心风控算法研究员,"1.本科及以上学历；有3年以上互联网产品反作弊、反欺诈等经验；
2.熟悉C/C++/go/python等至少一种程序开发语言; 熟悉/Spark/Flink等大数据分布式系统，有相关使用经验；
3.熟练掌握主流机器学习算法原理，如深度学习，图算法等，有在安全风控场景落地应用的丰富经验；
4.沟通能力强，主观能动性强，抗压能力强，目标结果导向。",2024年02月01日,技术
西安,"1.负责开发者工具、测试平台或云原生技术产品的架构设计、开发和落地；
2.负责开发者工具、测试平台或云原生技术产品的开源代码项目的维护和管理；
3.负责开源软件的方案设计、功能开发维护以及文档编写；
4.在腾讯云研发项目中，应用行业前沿的优秀的工程实践经验，提升研发效率和工程生产力；
5.备注：此岗位为腾讯集团旗下子公司编制。",开发者工具研发工程师(武汉),"1.计算机或软件相关专业，本科及以上学历，具备扎实的计算机和软件技术基础；三年以上软件开发经验，能熟悉掌握和运用Golang/Python/Java/C/C++等任何一门主流编程语言；
2.具备良好的软件工程素养，有大型软件系统的研发、测试或运维工具平台的研发经验，或云原生技术架构设计经验者优先；
3.具有自我持续提升的内驱力。",2024年02月04日,技术
成都,"1.负责以埋点，数据分析及数据建模，实验设计等深入业务提供数据支持，并输出可解释的数据分析报告或行业咨询报告，看清业务，发现业务风险与机会点，提出策略建议，辅助业务决策；；
2.实验积累因果推断/实验评估知识，参与游戏相关实验评估系统的迭代，探索科学实验评估方法，探索准实验/观测数据中推断因果关系的方法和落地场景，提高实验评估效率；；
3. 构建可复用的模型和推断方法，推动度量产品迭代，并提升归因效度。",《王者荣耀》数据挖掘-数据科学方向,"1.计算机科学、统计学、经济学等专业优先；
2.有相关咨询consulting行业或互联网行业优先；
3.玩王者游戏，对moba游戏有深入理解；
4.有扎实的实验设计/因果推断/计量经济学知识和机器学习、数据挖掘、AI等知识，并有相关编程建模经验3年及以上；
5.熟练使用SQL、python、spark等数据建模常用编程语言；
6.擅长攥写PPT等数据报告。",2024年02月04日,技术
西安,"1.负责腾讯云大数据平台运维,基于腾讯云提供的IaaS\PaaS\SaaS服务，构建全局智能监控、故障处理能力，为客户业务提供最佳保障服务；
2.参与智能化运维AIOps，对标互联网SRE业界优秀经验，基于自研运维平台，实现智能化运维；
3.负责Hadoop/spark/HBASE/Clickhouse/Elasticsearch等集群服务异常的应急响应及处理。",腾讯云大数据运维工程师,"1.熟悉HDFS、YARNFlink、Spark、impala、Kudu、Hive、Elasticsearch、Hbase、Clickhouse等大数据技术至少精通其中2项以上；
2.熟练掌握一门以上编程语言（java/python/golang等）；
3.精通linux或unix操作系统，及系统性能调优、故障处理；
4.3年以上大数据运维或开发经验，有很好的故障排查能力，技术敏感度和风险识别能力；
5.注：此岗位为腾讯集团旗下子公司编制。",2024年01月10日,技术
深圳,"1.分析、梳理大模型的内外部需求，支持大模型标品的规划、设计、组织、协调工作；
2.负责对大模型业务化需求能力提升方面的训练与验证工作；
3.通过大模型对客户的行业、IT规模等进行收集和预判；
4.通过大模型支撑各系统的智能客服、常见问题等应答查询场景提供产品、运营工作支持；
5.负责大模型在垂直应用场景的能力定义及评估；
6.对模型生成内容质量负责，通过科学严谨的分析评估手段，确保模型能力满足用户需求；
7.关注数据生产，为模型SFT、RL训练提供高质量的数据产出。",经营管理系统大模型高级产品经理,"1.本科及以上学历。有NLP算法产品、大模型评估优化、SFT、RL等相关经验者优先；
2.对chatGPT或其他大语言模型类产品具备相当认知；
3.逻辑思维强，学习能力强，能快速发现总结问题的共性规律；
4.能够熟练的使用Excel、Python等数据分析工具，独立完成基础的数据分析任务；
5.有多轮对话、文本理解相关场景经验者优先。",2024年01月17日,产品
武汉,"1.负责腾讯会议标签的挖掘工作，对标题、UGC内容进行特征挖掘，包括但不限于文本分类、关键词提取、实体挖掘等；
2.跟踪业界最新研究成果，根据实际应用效果不断改进模型或算法，以及将前沿NLP技术/成果应用于业务相关场景中。",腾讯会议数据分析工程师,"1.精通python/scala/java/c++至少一种开发语言；有较好的算法基础及工程实践优先；
2.扎实的机器学习和自然语言处理基础；在NLP领域有相关的工作经验优先；
3.有较强的研究能力；
4.顶级会议发表过高质量论文者优先；
5.熟悉深度学习平台如tensorflow，pytorch，caffe等，通过腾讯云从业资格证或同等资格认证的优先录取。",2024年01月18日,技术
深圳,"1.与团队核心成员合作，确定和开发美术生产流程，以满足美术在有限资源下创作高质量艺术的需求；
2.深入项目和业务，结合项目需求制定技术美术方案并推动落地，确保项目顺利上线；
3.参与各个美术模块的开发管线建设，优化美术pipeline，设计工作流效率提升方案；
4.关注当前和未来图形软件和硬件的趋势和方法，推动新技术在项目组的应用。",《UE4 PVE科幻跨端射击游戏》技术美术,"1.5年以上技术美术经验，有成功项目经验优先；
2.精通3D 图形软件（如 3DS Max、Maya 等），熟悉程序化生成软件（如SD，SP，Houdini等）；
3.使用 MaxScript、Python、C Sharp 等语言编写脚本/编程的工作知识；
4.熟练掌握GLSL, HLSL, CG等至少一门Shader编程语言；
5.出色的时间管理和优先排序能力，优秀的人际关系和沟通技巧。",2024年01月19日,设计
