house_area,house_floor,house_price,house_region,house_type,region_name
97.3,中楼层 (共7层),10997.0,五华·虹山,3室2厅1卫,阳之光小区
99.13,高楼层 (共44层),10694.0,呈贡·呈贡,2室2厅1卫,七彩云南第壹城
94.0,中楼层 (共32层),12235.0,官渡·新螺蛳湾,3室2厅1卫,俊发彩云城澜湾
121.0,高楼层 (共29层),16447.0,盘龙·司家营,4室1厅3卫,蓝光林肯公园
255.0,中楼层 (共12层),10589.0,呈贡·经开区,4室2厅3卫,建工新城锦绣园
124.2,高楼层 (共32层),13124.0,五华·黑林铺,3室2厅2卫,假日城市芳华
132.22,低楼层 (共24层),9076.0,呈贡·经开区,3室2厅2卫,金山小区二期
169.0,中楼层 (共5层),18935.0,西山·草海,4室2厅2卫,昆明融创文旅城瀚海花园北区
127.73,低楼层 (共32层),6890.0,盘龙·北部客运站,3室1厅2卫,碧桂园星荟
151.68,中楼层 (共31层),12922.0,盘龙·昆明湖公园,4室1厅2卫,昆明湖七里香
235.0,中楼层 (共33层),11575.0,西山·大商汇,5室2厅3卫,广福城怡福园
141.0,中楼层 (共44层),12057.0,盘龙·世博,4室1厅2卫,俊发盛唐城
87.29,中楼层 (共14层),12029.0,盘龙·世博,3室2厅1卫,云南映象B区
73.0,低楼层 (共33层),12603.0,盘龙·白云,2室1厅1卫,时光俊园
80.85,中楼层 (共34层),10885.0,五华·泛亚,2室2厅1卫,融创春风十里云帆苑
65.0,中楼层 (共17层),8924.0,官渡·新亚洲,2室1厅1卫,子君欣景花园永泰园
126.0,低楼层 (共7层),10715.0,五华·红云,3室2厅2卫,华龙人家
126.89,高楼层 (共33层),15762.0,盘龙·司家营,3室1厅2卫,蓝光林肯公园
126.7,高楼层 (共33层),12866.0,西山·南亚,3室2厅2卫,昆明恒大云报华府
85.94,低楼层 (共18层),9938.0,西山·大商汇,2室1厅1卫,广福城和福园
108.11,低楼层 (共31层),9250.0,盘龙·昆明湖公园,4室1厅2卫,华润中央公园
92.19,高楼层 (共34层),8895.0,五华·红云,3室1厅2卫,天骄北麓
36.45,高楼层 (共5层),9877.0,五华·昆八中,2室1厅1卫,北郊上马村
180.0,中楼层 (共26层),16667.0,盘龙·司家营,4室2厅1卫,中洲阳光
89.0,高楼层 (共7层),20225.0,西山·度假区,4室2厅2卫,滇池卫城铂睿
156.63,高楼层 (共7层),9386.0,五华·丰宁,4室2厅2卫,新欣家园
159.08,低楼层 (共40层),7230.0,盘龙·司家营,3室2厅2卫,金领时代
227.0,高楼层 (共7层),10133.0,西山·西苑,9室2厅5卫,实力五星彩园
144.0,低楼层 (共44层),13889.0,盘龙·司家营,4室2厅2卫,俊发城茉莉苑
186.97,低楼层 (共16层),5991.0,呈贡·呈贡,5室1厅1卫,时代俊园
74.95,高楼层 (共7层),8940.0,官渡·昆明站,3室2厅1卫,福发路35号
113.27,高楼层 (共6层),14391.0,官渡·昆明站,3室2厅2卫,福润苑
66.66,中楼层 (共7层),8401.0,官渡·昆明站,2室2厅1卫,福发路35号
106.55,中楼层 (共7层),11263.0,官渡·昆明站,3室2厅1卫,锦苑花园
104.52,高楼层 (共6层),12917.0,官渡·昆明站,3室2厅1卫,锦苑花园
93.8,中楼层 (共17层),8849.0,官渡·昆明站,2室2厅1卫,新光世纪城
88.79,低楼层 (共33层),13065.0,官渡·昆明站,2室1厅1卫,鑫都韵城
115.2,中楼层 (共7层),13021.0,官渡·昆明站,3室2厅2卫,福苑(官南大道)
87.0,高楼层 (共33层),13794.0,盘龙·白云,2室2厅1卫,星雅俊园
101.27,高楼层 (共20层),12640.0,西山·大商汇,3室2厅1卫,筑友双河湾行知苑
73.0,高楼层 (共27层),11370.0,西山·南亚,2室2厅1卫,盛高大城
109.0,高楼层 (共25层),24588.0,盘龙·世博,4室1厅2卫,保利玺樾樾公馆
106.67,低楼层 (共31层),12656.0,西山·南亚,3室2厅1卫,昆明恒大云报华府
117.0,高楼层 (共30层),11539.0,西山·草海,3室2厅2卫,书香云海
66.82,高楼层 (共17层),9279.0,官渡·新亚洲,2室1厅1卫,子君欣景花园馨和园
117.8,高楼层 (共6层),12055.0,官渡·昆明站,3室2厅2卫,福润苑
84.87,低楼层 (共15层),12372.0,官渡·昆明站,3室2厅1卫,航空小区
89.2,中楼层 (共33层),13453.0,官渡·昆明站,2室2厅1卫,鑫都韵城
119.85,中楼层 (共6层),11265.0,官渡·昆明站,3室1厅2卫,世纪生活浅水湾
136.0,中楼层 (共6层),9927.0,官渡·昆明站,3室2厅2卫,航空小区
139.64,低楼层 (共7层),12819.0,官渡·昆明站,4室1厅2卫,银苑小区
85.0,高楼层 (共15层),11177.0,官渡·昆明站,2室1厅1卫,银海领域
92.41,中楼层 (共7层),9740.0,官渡·昆明站,2室2厅1卫,江宁湾
178.0,高楼层 (共6层),13933.0,官渡·昆明站,4室2厅2卫,锦苑花园
59.9,低楼层 (共6层),8849.0,官渡·昆明站,2室2厅1卫,福发路31号
66.15,中楼层 (共7层),10431.0,官渡·昆明站,2室2厅1卫,福发路27号
111.7,高楼层 (共7层),14325.0,官渡·昆明站,3室2厅2卫,福苑(官南大道)
70.63,中楼层 (共7层),6825.0,官渡·昆明站,2室2厅1卫,升华小区
147.37,高楼层 (共7层),11740.0,官渡·昆明站,4室2厅1卫,福苑(官南大道)
70.63,高楼层 (共7层),7221.0,官渡·昆明站,2室2厅1卫,升华小区
66.6,高楼层 (共7层),12163.0,官渡·昆明站,3室2厅1卫,福发路27号
59.4,高楼层 (共6层),9899.0,官渡·昆明站,2室1厅1卫,福发路27号
89.2,高楼层 (共33层),13566.0,官渡·昆明站,2室2厅1卫,鑫都韵城
55.82,中楼层 (共23层),8062.0,官渡·昆明站,2室1厅1卫,中炬上海沙龙
119.64,高楼层 (共7层),11034.0,官渡·昆明站,4室2厅2卫,银苑小区
74.0,中楼层 (共7层),16622.0,官渡·昆明站,3室2厅1卫,铁路双龙小区
137.36,中楼层 (共18层),17837.0,五华·顺城,3室2厅2卫,金碧阳光商住楼
138.0,中楼层 (共18层),18841.0,五华·顺城,4室2厅2卫,金碧阳光商住楼
83.05,高楼层 (共35层),10235.0,官渡·世纪城,2室2厅1卫,云青花园A1区
93.0,高楼层 (共34层),8495.0,五华·红云,3室1厅2卫,天骄北麓
99.0,中楼层 (共44层),13132.0,盘龙·司家营,3室2厅1卫,俊发城玉兰苑
127.0,低楼层 (共37层),12441.0,官渡·新亚洲,4室1厅2卫,万科魅力之城
86.71,高楼层 (共26层),18337.0,五华·顺城,2室2厅1卫,福林广场
56.0,低楼层 (共34层),8572.0,五华·红云,2室1厅1卫,天骄北麓
141.0,低楼层 (共32层),10568.0,呈贡·呈贡,4室2厅2卫,滇池明珠广场
110.0,中楼层 (共25层),8910.0,呈贡·经开区,3室1厅2卫,新城琅樾
93.11,低楼层 (共16层),9666.0,官渡·金马,3室2厅1卫,金马腾苑
114.0,低楼层 (共2层),16492.0,五华·翠湖,4室2厅2卫,云南省教育厅宿舍
139.11,低楼层 (共31层),10711.0,官渡·世纪城,3室2厅2卫,云青花园A2区
126.46,低楼层 (共6层),13127.0,五华·高新,3室2厅2卫,水逸康桥
141.0,中楼层 (共24层),9646.0,五华·昆八中,3室2厅3卫,春之城
127.76,低楼层 (共33层),11663.0,五华·泛亚,4室2厅2卫,保利大家
93.8,低楼层 (共31层),14073.0,盘龙·白塔,2室1厅1卫,汇都国际
143.2,高楼层 (共32层),14665.0,盘龙·司家营,4室2厅2卫,俊发城蔷薇苑
139.0,中楼层 (共12层),15828.0,西山·度假区,4室1厅2卫,万科银海泊岸澜庭
165.97,低楼层 (共6层),23499.0,五华·二环北,5室3厅3卫,贵研自然界
184.0,高楼层 (共18层),7066.0,呈贡·呈贡,4室1厅2卫,时代俊园
132.0,中楼层 (共18层),14394.0,五华·泛亚,4室2厅2卫,融创春风十里云翥苑
168.0,中楼层 (共7层),10953.0,五华·红云,5室2厅2卫,书香门第
102.5,低楼层 (共30层),12196.0,官渡·新螺蛳湾,3室2厅2卫,万科公园里
56.68,中楼层 (共7层),7940.0,西山·西苑,2室1厅1卫,梁源小区西区
80.59,低楼层 (共30层),9431.0,盘龙·昆明湖公园,2室2厅1卫,昆明湖瑞园
80.96,中楼层 (共7层),14329.0,官渡·吴井,3室2厅1卫,邮运小区
90.5,高楼层 (共34层),10829.0,西山·南亚,2室1厅1卫,金坤尚城学府里
67.0,中楼层 (共24层),14180.0,西山·红星,1室1厅2卫,红星国际广场晶品
44.0,中楼层 (共32层),9091.0,五华·北教场,1室1厅1卫,龙湖水晶郦城
156.83,中楼层 (共33层),8609.0,官渡·凉亭,4室2厅2卫,圣世一品
144.0,低楼层 (共32层),6945.0,呈贡·呈贡,3室2厅2卫,花香满径
133.92,中楼层 (共11层),10156.0,官渡·新亚洲,5室1厅2卫,奥宸橙郡二期
149.96,高楼层 (共30层),13204.0,西山·草海,4室2厅2卫,昆明融创文旅城归海花园北区
128.45,高楼层 (共17层),10121.0,官渡·菊花,3室2厅2卫,创意英国格林威治
195.88,低楼层 (共7层),19400.0,西山,8室4厅2卫,白马东区
130.05,中楼层 (共8层),23837.0,西山·度假区,3室2厅2卫,公园1903蒙塔溪
219.66,低楼层 (共32层),10471.0,盘龙·昆明湖公园,4室1厅3卫,昆明湖七里香
184.0,中楼层 (共18层),7881.0,呈贡·呈贡,5室2厅1卫,时代俊园
95.0,低楼层 (共33层),6422.0,呈贡·呈贡,3室2厅1卫,蓝光天娇城
89.0,高楼层 (共24层),16630.0,官渡·滇池半岛,3室2厅1卫,万科500里
41.0,中楼层 (共15层),5122.0,五华·高新,1室1厅1卫,傲云峰小区
43.9,中楼层 (共7层),11390.0,五华·小西门,2室1厅1卫,省供销社宿舍
88.38,高楼层 (共28层),15049.0,五华·北教场,3室1厅1卫,实力玖如堂
82.83,中楼层 (共34层),13281.0,官渡·东白沙河,3室1厅2卫,大华公园天下
152.7,高楼层 (共12层),10217.0,西山·大商汇,4室2厅2卫,夏意雅园
99.11,高楼层 (共42层),10897.0,盘龙·司家营,3室1厅2卫,俊发城百合苑
79.89,中楼层 (共6层),10240.0,盘龙·白云,3室2厅1卫,金星小区
270.36,中楼层 (共7层),5290.0,安宁·太平新城,5室3厅3卫,昆华苑
122.16,低楼层 (共33层),14408.0,五华·黑林铺,3室2厅2卫,假日城市芳华
43.69,低楼层 (共33层),21287.0,盘龙·白云,1室1厅1卫,昆明广场B区
59.6,中楼层 (共7层),10068.0,西山·西苑,2室1厅1卫,梁源小区二组团
89.99,低楼层 (共15层),10891.0,官渡·昆明站,2室1厅1卫,银海领域
67.29,高楼层 (共7层),10700.0,五华·翠湖,3室2厅1卫,圆通小区
143.0,中楼层 (共15层),11189.0,官渡·昆明站,4室2厅2卫,银海领域
103.6,中楼层 (共7层),11584.0,官渡·昆明站,3室2厅2卫,银苑小区
122.0,低楼层 (共7层),11066.0,官渡·昆明站,4室2厅2卫,银苑小区
83.69,低楼层 (共15层),10754.0,官渡·昆明站,2室2厅1卫,银海领域
96.0,高楼层 (共7层),12500.0,官渡·昆明站,3室2厅2卫,银苑小区
53.82,低楼层 (共11层),10777.0,官渡·昆明站,2室2厅1卫,八0一大厦
64.8,中楼层 (共7层),10803.0,官渡·昆明站,2室2厅1卫,金粮花苑
112.0,低楼层 (共16层),11072.0,官渡·方旺,3室2厅2卫,昆明奥园
150.0,中楼层 (共6层),10334.0,官渡·昆明站,4室2厅3卫,航空小区
99.9,中楼层 (共29层),11012.0,官渡·方旺,3室2厅2卫,昆明奥园
70.63,高楼层 (共7层),11469.0,官渡·昆明站,2室2厅1卫,升华小区
152.0,中楼层 (共6层),15461.0,官渡·昆明站,4室2厅2卫,锦苑花园
122.0,高楼层 (共16层),11476.0,官渡·昆明站,3室2厅2卫,银海领域
118.92,中楼层 (共7层),11521.0,官渡·昆明站,3室2厅2卫,福苑(官南大道)
137.0,中楼层 (共16层),10876.0,官渡·昆明站,3室2厅2卫,银海领域
126.0,低楼层 (共33层),11667.0,官渡·昆明站,3室2厅2卫,鑫都韵城
132.94,中楼层 (共6层),11886.0,官渡·昆明站,4室2厅2卫,锦苑花园
105.12,低楼层 (共7层),12367.0,官渡·昆明站,4室2厅2卫,银苑小区
55.82,高楼层 (共23层),6987.0,官渡·昆明站,1室1厅1卫,中炬上海沙龙
109.09,高楼层 (共6层),11184.0,官渡·昆明站,3室2厅2卫,锦苑花园
126.5,高楼层 (共33层),12949.0,官渡·昆明站,3室2厅2卫,鑫都韵城
149.18,中楼层 (共6层),11262.0,官渡·昆明站,3室2厅2卫,航空小区
74.75,高楼层 (共7层),14449.0,官渡·昆明站,3室2厅1卫,铁路双龙小区
104.13,中楼层 (共6层),12389.0,官渡·昆明站,3室2厅2卫,锦苑花园
110.72,中楼层 (共7层),12916.0,官渡·昆明站,3室2厅2卫,福苑(官南大道)
104.13,中楼层 (共5层),15702.0,官渡·昆明站,3室2厅2卫,锦苑花园
65.0,低楼层 (共7层),13077.0,官渡·昆明站,3室2厅2卫,南窑小区
119.5,中楼层 (共6层),10712.0,官渡·昆明站,3室2厅2卫,世纪生活浅水湾
110.72,中楼层 (共7层),11832.0,官渡·昆明站,3室1厅2卫,福苑(官南大道)
54.82,高楼层 (共7层),8209.0,官渡·昆明站,2室2厅1卫,福德苑小区
124.0,低楼层 (共15层),9759.0,官渡·昆明站,3室2厅2卫,航空小区
147.5,中楼层 (共7层),12746.0,官渡·昆明站,4室2厅2卫,福苑(官南大道)
124.02,中楼层 (共15层),10321.0,官渡·昆明站,2室1厅2卫,航空小区
81.36,高楼层 (共8层),13521.0,官渡·昆明站,3室2厅1卫,环南新村
186.71,低楼层 (共6层),17139.0,官渡·昆明站,4室2厅3卫,锦苑花园
120.0,低楼层 (共6层),14000.0,官渡·昆明站,3室2厅2卫,世纪生活浅水湾
68.0,低楼层 (共7层),9118.0,官渡·昆明站,2室2厅1卫,福发路27号
127.38,高楼层 (共11层),13150.0,官渡·昆明站,3室2厅2卫,福润苑
153.0,中楼层 (共15层),12419.0,官渡·昆明站,3室2厅2卫,银海领域
78.5,低楼层 (共15层),9937.0,官渡·昆明站,3室2厅1卫,航空小区
48.0,中楼层 (共17层),8459.0,官渡·昆明站,1室1厅1卫,新光世纪城
89.0,中楼层 (共33层),13259.0,官渡·昆明站,2室1厅1卫,鑫都韵城
83.76,低楼层 (共6层),8000.0,官渡·昆明站,3室2厅1卫,福发路31号
66.47,中楼层 (共7层),7824.0,官渡·昆明站,2室2厅1卫,升华小区
120.0,中楼层 (共7层),12084.0,官渡·昆明站,4室2厅2卫,银苑小区
68.0,低楼层 (共7层),10000.0,官渡·昆明站,3室2厅1卫,南窑小区
128.0,中楼层 (共11层),14297.0,官渡·昆明站,3室2厅2卫,福润苑
119.0,高楼层 (共7层),10085.0,官渡·昆明站,4室2厅2卫,银苑小区
79.8,中楼层 (共7层),10652.0,官渡·昆明站,2室2厅1卫,江宁湾
59.6,中楼层 (共7层),9480.0,官渡·昆明站,2室2厅1卫,八0一大厦
85.0,高楼层 (共15层),11765.0,官渡·昆明站,3室2厅1卫,航空小区
119.0,高楼层 (共7层),12606.0,官渡·昆明站,4室2厅1卫,银苑小区
64.11,中楼层 (共7层),10919.0,官渡·昆明站,2室2厅1卫,福发路35号
136.0,高楼层 (共16层),13236.0,官渡·昆明站,3室2厅2卫,银海领域
59.4,中楼层 (共6层),8755.0,官渡·昆明站,2室1厅1卫,福发路27号
141.7,高楼层 (共6层),9810.0,官渡·昆明站,3室1厅2卫,世纪生活浅水湾
70.0,中楼层 (共15层),11143.0,官渡·昆明站,1室1厅1卫,银海领域
89.0,低楼层 (共16层),12360.0,官渡·昆明站,2室2厅1卫,银海领域
153.0,高楼层 (共6层),12811.0,官渡·昆明站,4室2厅2卫,锦苑花园
127.0,低楼层 (共39层),11182.0,官渡·世纪城,3室2厅2卫,海伦国际海德区
78.13,中楼层 (共18层),11520.0,官渡·新亚洲,2室2厅1卫,俊发湾流海
169.29,低楼层 (共25层),19966.0,西山·草海,4室2厅3卫,昆明融创文旅城花语海北区
123.61,低楼层 (共43层),9708.0,呈贡·呈贡,3室1厅2卫,吾悦首府
79.24,低楼层 (共33层),13378.0,西山·船房,2室1厅1卫,融城优郡
69.0,高楼层 (共7层),9421.0,官渡·金马,2室1厅1卫,市政二办区
47.61,中楼层 (共27层),8402.0,五华·泛亚,2室1厅1卫,融创海豚湾
117.14,低楼层 (共28层),13403.0,官渡·世纪城,3室2厅2卫,红星天铂南区
88.6,低楼层 (共18层),18736.0,五华·昆八中,2室2厅1卫,荷塘月色
119.0,中楼层 (共15层),14286.0,五华·红云,3室2厅2卫,中海锦苑
99.85,低楼层 (共33层),12619.0,五华·丰宁,3室1厅1卫,金泰国际名门
86.0,中楼层 (共34层),5349.0,呈贡·呈贡,3室2厅1卫,蓝光天娇城
121.0,中楼层 (共6层),13885.0,盘龙·司家营,3室1厅2卫,龙江雅苑
137.0,中楼层 (共7层),13577.0,西山·南亚,4室2厅2卫,福源小区
150.0,中楼层 (共7层),9000.0,盘龙·世博,4室2厅2卫,东方玫瑰园
80.48,低楼层 (共11层),8698.0,西山·西苑,3室1厅1卫,铁合金怡芳苑小区
142.28,高楼层 (共32层),15463.0,盘龙·红云,4室2厅2卫,德润朗悦湾
163.56,低楼层 (共32层),12840.0,盘龙·司家营,4室2厅2卫,金江小区·融苑
90.0,高楼层 (共31层),7223.0,呈贡·呈贡,3室2厅1卫,蓝光天娇城
104.0,中楼层 (共34层),8174.0,五华·红云,3室1厅2卫,天骄北麓
112.0,高楼层 (共35层),14733.0,五华·北教场,4室2厅2卫,万彩城
132.57,低楼层 (共33层),12673.0,官渡·滇池半岛,3室2厅2卫,山海湾
97.8,低楼层 (共16层),16054.0,官渡·昆明站,2室2厅2卫,银海领域
147.0,中楼层 (共23层),12245.0,盘龙·司家营,4室1厅2卫,龙江雅苑
52.41,高楼层 (共5层),11640.0,官渡·金马,2室1厅1卫,董家湾市锅炉厂宿舍
120.0,中楼层 (共7层),12334.0,官渡·昆明站,4室2厅2卫,银苑小区
141.66,低楼层 (共13层),8824.0,官渡·昆明站,3室2厅2卫,航空小区
83.0,高楼层 (共15层),8675.0,官渡·昆明站,2室2厅1卫,银海领域
183.0,高楼层 (共16层),10656.0,官渡·昆明站,4室2厅2卫,银海领域
84.87,高楼层 (共15层),11548.0,官渡·昆明站,3室2厅1卫,航空小区
85.5,低楼层 (共30层),12047.0,官渡·昆明站,2室1厅1卫,鑫都韵城
84.96,高楼层 (共15层),11535.0,官渡·昆明站,3室2厅1卫,航空小区
63.0,高楼层 (共6层),9683.0,官渡·昆明站,2室1厅1卫,福发路31号
90.15,中楼层 (共7层),10538.0,官渡·昆明站,3室2厅1卫,福发路27号
65.37,中楼层 (共7层),9913.0,官渡·昆明站,3室1厅1卫,升华小区
103.0,中楼层 (共7层),13107.0,官渡·昆明站,3室2厅1卫,江宁湾
66.15,中楼层 (共7层),8768.0,官渡·昆明站,2室2厅1卫,福发路27号
60.71,低楼层 (共7层),9884.0,官渡·昆明站,2室2厅1卫,福德苑小区
137.0,高楼层 (共16层),11241.0,官渡·昆明站,4室2厅2卫,银海领域
100.5,高楼层 (共18层),10150.0,官渡·昆明站,2室1厅1卫,新光世纪城
80.0,低楼层 (共23层),10750.0,官渡·昆明站,2室2厅1卫,中炬上海沙龙
204.44,高楼层 (共7层),9196.0,官渡·昆明站,5室2厅2卫,银苑小区
86.0,低楼层 (共23层),8024.0,官渡·昆明站,2室1厅1卫,中炬上海沙龙
153.34,低楼层 (共15层),12652.0,官渡·昆明站,4室2厅2卫,银海领域
66.47,低楼层 (共7层),8124.0,官渡·昆明站,2室1厅1卫,升华小区
58.0,低楼层 (共15层),7845.0,官渡·昆明站,1室1厅1卫,银海领域
136.7,高楼层 (共16层),12436.0,官渡·昆明站,3室2厅2卫,银海领域
51.57,中楼层 (共7层),10278.0,官渡·昆明站,2室2厅1卫,明通路6号
43.67,中楼层 (共6层),10992.0,官渡·昆明站,1室1厅1卫,永平路5号
47.2,高楼层 (共7层),10170.0,官渡·昆明站,2室1厅1卫,昆铁南坝小区
177.55,高楼层 (共6层),10138.0,官渡·昆明站,5室2厅2卫,锦苑花园
60.76,高楼层 (共7层),7571.0,官渡·昆明站,2室1厅1卫,升华小区
85.23,低楼层 (共11层),11029.0,官渡·昆明站,3室2厅1卫,航空小区
55.82,低楼层 (共23层),7346.0,官渡·昆明站,1室1厅1卫,中炬上海沙龙
124.77,低楼层 (共33层),12664.0,官渡·昆明站,3室2厅2卫,鑫都韵城
106.93,高楼层 (共16层),14028.0,官渡·昆明站,3室2厅1卫,银海领域
145.69,中楼层 (共33层),13728.0,官渡·昆明站,4室2厅2卫,鑫都韵城
85.81,高楼层 (共30层),12820.0,官渡·昆明站,2室2厅1卫,鑫都韵城
96.93,中楼层 (共8层),12329.0,官渡·昆明站,3室2厅1卫,环南新村
78.9,高楼层 (共7层),13308.0,官渡·昆明站,3室2厅1卫,永安路81号
108.68,低楼层 (共6层),21164.0,官渡·昆明站,3室2厅2卫,锦苑花园
82.0,低楼层 (共16层),14391.0,官渡·昆明站,2室2厅1卫,银海领域
143.0,高楼层 (共15层),13637.0,官渡·昆明站,4室2厅2卫,银海领域
107.0,高楼层 (共7层),10748.0,官渡·昆明站,3室2厅1卫,江宁湾
62.15,中楼层 (共14层),10974.0,官渡·昆明站,1室1厅1卫,银海领域
136.7,低楼层 (共16层),11559.0,官渡·昆明站,3室1厅2卫,银海领域
59.61,高楼层 (共6层),10905.0,官渡·昆明站,2室1厅1卫,航空小区
89.89,中楼层 (共16层),10791.0,官渡·昆明站,2室2厅1卫,银海领域
124.0,高楼层 (共15层),12017.0,官渡·昆明站,3室1厅2卫,航空小区
63.0,中楼层 (共6层),10000.0,官渡·昆明站,2室2厅1卫,福发路31号
111.25,中楼层 (共7层),10338.0,官渡·昆明站,3室2厅2卫,福苑(官南大道)
40.85,低楼层 (共7层),9548.0,官渡·昆明站,1室1厅1卫,环南新村
89.0,中楼层 (共15层),10338.0,官渡·昆明站,2室2厅1卫,银海领域
47.0,中楼层 (共7层),10639.0,官渡·昆明站,2室1厅1卫,昆铁南坝小区
91.7,低楼层 (共7层),14177.0,官渡·昆明站,3室2厅2卫,银苑小区
99.89,高楼层 (共17层),9911.0,官渡·昆明站,2室2厅1卫,新光世纪城
155.23,低楼层 (共16层),17072.0,官渡·昆明站,4室2厅2卫,银海领域
136.7,中楼层 (共16层),13900.0,官渡·昆明站,3室2厅2卫,银海领域
177.55,高楼层 (共6层),10871.0,官渡·昆明站,4室3厅2卫,锦苑花园
138.82,低楼层 (共7层),11382.0,官渡·昆明站,4室2厅2卫,银苑小区
80.0,中楼层 (共6层),14750.0,官渡·昆明站,3室2厅1卫,环南新村
130.95,中楼层 (共11层),12601.0,官渡·昆明站,3室2厅2卫,福润苑
124.6,中楼层 (共15层),13323.0,官渡·昆明站,4室1厅2卫,航空小区
122.36,中楼层 (共6层),12995.0,官渡·昆明站,3室2厅2卫,锦苑花园
135.0,中楼层 (共33层),13038.0,官渡·昆明站,3室2厅2卫,鑫都韵城
83.72,中楼层 (共7层),9795.0,官渡·昆明站,3室2厅1卫,福发路35号
89.99,高楼层 (共15层),9224.0,官渡·昆明站,2室2厅1卫,银海领域
187.53,高楼层 (共12层),10612.0,官渡·昆明站,4室2厅3卫,世纪生活浅水湾
90.0,高楼层 (共7层),11667.0,官渡·昆明站,2室2厅1卫,江宁湾
133.96,中楼层 (共6层),8809.0,官渡·昆明站,3室2厅2卫,世纪生活浅水湾
63.89,中楼层 (共6层),12522.0,官渡·昆明站,3室2厅1卫,永胜路13号
188.7,低楼层 (共6层),29041.0,官渡·昆明站,5室3厅2卫,锦苑花园
124.0,低楼层 (共15层),11694.0,官渡·昆明站,4室2厅2卫,航空小区
139.28,低楼层 (共7层),20822.0,官渡·昆明站,4室2厅2卫,锦苑花园
66.47,低楼层 (共7层),9328.0,官渡·昆明站,2室1厅1卫,升华小区
43.74,高楼层 (共12层),11432.0,官渡·昆明站,1室1厅1卫,云南省茶叶进出口公司宿舍
87.0,中楼层 (共6层),13679.0,官渡·昆明站,2室2厅1卫,锦苑花园
83.75,中楼层 (共7层),11941.0,官渡·昆明站,2室2厅1卫,江宁湾
124.0,中楼层 (共15层),11049.0,官渡·昆明站,3室2厅2卫,航空小区
139.28,中楼层 (共7层),15796.0,官渡·昆明站,4室2厅2卫,锦苑花园
177.79,高楼层 (共15层),11250.0,官渡·昆明站,4室2厅2卫,银海领域
55.62,中楼层 (共7层),8990.0,官渡·昆明站,2室2厅1卫,升华小区
168.0,中楼层 (共6层),16370.0,官渡·昆明站,5室2厅3卫,锦苑花园
128.0,低楼层 (共12层),12813.0,官渡·昆明站,3室2厅2卫,福润苑
80.63,低楼层 (共6层),13643.0,官渡·昆明站,3室2厅1卫,环南新村
89.89,低楼层 (共16层),11125.0,官渡·昆明站,2室2厅1卫,银海领域
99.8,中楼层 (共7层),10622.0,官渡·昆明站,3室2厅1卫,福苑(官南大道)
111.25,中楼层 (共7层),11416.0,官渡·昆明站,3室2厅2卫,福苑(官南大道)
152.95,高楼层 (共6层),11115.0,官渡·昆明站,4室2厅2卫,锦苑花园
106.55,低楼层 (共6层),22994.0,官渡·昆明站,3室2厅2卫,锦苑花园
50.88,低楼层 (共6层),13719.0,官渡·昆明站,3室1厅2卫,铁路双龙小区
85.48,高楼层 (共29层),12869.0,官渡·昆明站,2室1厅1卫,鑫都韵城
133.96,中楼层 (共6层),9929.0,官渡·昆明站,3室1厅2卫,世纪生活浅水湾
113.65,低楼层 (共6层),14959.0,官渡·昆明站,3室2厅2卫,锦苑花园
88.61,中楼层 (共6层),15800.0,官渡·昆明站,3室2厅1卫,铁路双龙小区
78.5,低楼层 (共15层),11593.0,官渡·昆明站,3室2厅1卫,航空小区
128.0,高楼层 (共11层),14063.0,官渡·昆明站,3室2厅2卫,福润苑
114.0,中楼层 (共6层),14036.0,官渡·昆明站,3室2厅2卫,锦苑花园
52.67,中楼层 (共5层),13006.0,官渡·昆明站,2室1厅2卫,永安路103号小区
95.9,中楼层 (共6层),11992.0,官渡·昆明站,3室2厅1卫,锦苑花园
58.26,高楼层 (共14层),8342.0,官渡·昆明站,1室1厅1卫,银海领域
68.99,高楼层 (共8层),14205.0,官渡·昆明站,3室2厅1卫,环南新村
94.32,高楼层 (共6层),14101.0,官渡·昆明站,3室2厅1卫,锦苑花园
136.7,高楼层 (共16层),11339.0,官渡·昆明站,3室2厅2卫,银海领域
65.11,低楼层 (共7层),9676.0,官渡·昆明站,2室1厅1卫,升华小区
47.0,高楼层 (共7层),11064.0,官渡·昆明站,2室1厅1卫,昆铁南坝小区
47.1,低楼层 (共7层),10192.0,官渡·昆明站,2室1厅1卫,昆铁南坝小区
104.52,高楼层 (共6层),12151.0,官渡·昆明站,3室2厅1卫,锦苑花园
66.47,低楼层 (共7层),9102.0,官渡·昆明站,2室1厅1卫,升华小区
89.6,中楼层 (共7层),15402.0,官渡·昆明站,3室2厅1卫,银苑小区
51.64,中楼层 (共40层),7746.0,官渡·昆明站,1室1厅1卫,锦华国际公寓
73.26,低楼层 (共6层),12286.0,官渡·昆明站,2室1厅1卫,永胜路27号
137.0,中楼层 (共15层),11679.0,官渡·昆明站,3室2厅2卫,银海领域
91.7,高楼层 (共7层),13632.0,官渡·昆明站,3室2厅2卫,银苑小区
86.0,高楼层 (共29层),11977.0,官渡·昆明站,2室1厅1卫,鑫都韵城
121.19,低楼层 (共16层),11223.0,官渡·昆明站,4室2厅2卫,银海领域
118.92,高楼层 (共7层),10512.0,官渡·昆明站,3室2厅2卫,福苑(官南大道)
88.25,高楼层 (共30层),12465.0,官渡·昆明站,2室1厅1卫,鑫都韵城
